state,year,drug_cat,probation_sentence_count,supervised_release_sentence_count,total_sentence_count_by_drug_cat,probation_sentence_rate,supervised_release_sentence_rate,total_sentences_by_state_year
Kansas,2021,Marijuana Trafficking,5,5,10,0.5,0.5,343
Kansas,2022,Marijuana Possession,0,0,0,0,0,315
Kansas,2022,Marijuana Trafficking,2,3,5,0.4,0.6,315
Kansas,2023,Marijuana Possession,0,0,0,0,0,263
Kansas,2023,Marijuana Trafficking,0,0,0,0,0,263
Kansas,2024,Marijuana Possession,0,0,0,0,0,280
Kansas,2024,Marijuana Trafficking,1,0,1,1,0,280
Kentucky,2014,Marijuana Possession,0,0,2,0,0,887
Kentucky,2014,Marijuana Trafficking,3,23,26,0.115384615384615,0.884615384615385,887
Kentucky,2015,Marijuana Possession,1,0,4,0.25,0,783
Kentucky,2015,Marijuana Trafficking,10,28,37,0.27027027027027,0.756756756756757,783
Kentucky,2016,Marijuana Possession,0,0,0,0,0,547
Kentucky,2016,Marijuana Trafficking,2,11,11,0.181818181818182,1,547
Kentucky,2017,Marijuana Possession,0,0,0,0,0,448
Kentucky,2017,Marijuana Trafficking,3,8,8,0.375,1,448
Kentucky,2018,Marijuana Possession,0,0,0,0,0,502
Kentucky,2018,Marijuana Trafficking,1,4,5,0.2,0.8,502
Kentucky,2019,Marijuana Possession,0,0,0,0,0,680
Kentucky,2019,Marijuana Trafficking,1,18,19,0.0526315789473684,0.947368421052632,680
Kentucky,2020,Marijuana Possession,0,1,1,0,1,630
Kentucky,2020,Marijuana Trafficking,2,15,17,0.117647058823529,0.882352941176471,630
Kentucky,2021,Marijuana Possession,0,0,0,0,0,566
Kentucky,2021,Marijuana Trafficking,0,5,5,0,1,566
Kentucky,2022,Marijuana Possession,0,0,0,0,0,656
Kentucky,2022,Marijuana Trafficking,0,7,7,0,1,656
Kentucky,2023,Marijuana Possession,0,0,0,0,0,657
Kentucky,2023,Marijuana Trafficking,0,2,2,0,1,657
Kentucky,2024,Marijuana Possession,0,0,0,0,0,668
Kentucky,2024,Marijuana Trafficking,0,7,7,0,1,668
Louisiana,2014,Marijuana Possession,4,0,4,1,0,786
Louisiana,2014,Marijuana Trafficking,2,15,17,0.117647058823529,0.882352941176471,786
Louisiana,2015,Marijuana Possession,5,0,5,1,0,794
Louisiana,2015,Marijuana Trafficking,2,7,7,0.285714285714286,1,794
Louisiana,2016,Marijuana Possession,0,0,1,0,0,489
Louisiana,2016,Marijuana Trafficking,0,2,2,0,1,489
Louisiana,2017,Marijuana Possession,0,0,0,0,0,564
Louisiana,2017,Marijuana Trafficking,0,7,7,0,1,564
Louisiana,2018,Marijuana Possession,0,0,0,0,0,466
Louisiana,2018,Marijuana Trafficking,1,3,4,0.25,0.75,466
Louisiana,2019,Marijuana Possession,0,0,0,0,0,550
Louisiana,2019,Marijuana Trafficking,0,3,3,0,1,550
Louisiana,2020,Marijuana Possession,0,0,0,0,0,400
Louisiana,2020,Marijuana Trafficking,0,3,3,0,1,400
Louisiana,2021,Marijuana Possession,0,0,0,0,0,406
Louisiana,2021,Marijuana Trafficking,0,3,3,0,1,406
Louisiana,2022,Marijuana Possession,0,0,0,0,0,533
Louisiana,2022,Marijuana Trafficking,1,6,7,0.142857142857143,0.857142857142857,533
Louisiana,2023,Marijuana Possession,0,0,0,0,0,579
Louisiana,2023,Marijuana Trafficking,0,3,3,0,1,579
Louisiana,2024,Marijuana Possession,0,0,0,0,0,537
Louisiana,2024,Marijuana Trafficking,1,4,5,0.2,0.8,537
Maine,2014,Marijuana Possession,0,0,0,0,0,199
Maine,2014,Marijuana Trafficking,1,8,9,0.111111111111111,0.888888888888889,199
Maine,2015,Marijuana Possession,1,0,1,1,0,188
Maine,2015,Marijuana Trafficking,1,15,15,0.0666666666666667,1,188
Maine,2016,Marijuana Possession,0,0,0,0,0,170
Maine,2016,Marijuana Trafficking,0,2,2,0,1,170
Maine,2017,Marijuana Possession,0,0,0,0,0,158
Maine,2017,Marijuana Trafficking,0,0,0,0,0,158
Maine,2018,Marijuana Possession,0,0,0,0,0,144
Maine,2018,Marijuana Trafficking,1,0,1,1,0,144
Maine,2019,Marijuana Possession,0,0,0,0,0,121
Maine,2019,Marijuana Trafficking,0,1,1,0,1,121
Maine,2020,Marijuana Possession,0,0,0,0,0,87
Maine,2020,Marijuana Trafficking,4,1,5,0.8,0.2,87
Maine,2021,Marijuana Possession,0,0,0,0,0,167
Maine,2021,Marijuana Trafficking,1,3,4,0.25,0.75,167
Maine,2022,Marijuana Possession,0,0,0,0,0,142
Maine,2022,Marijuana Trafficking,0,0,0,0,0,142
Maine,2023,Marijuana Possession,0,0,0,0,0,89
Maine,2023,Marijuana Trafficking,0,2,2,0,1,89
Maine,2024,Marijuana Possession,0,0,0,0,0,105
Maine,2024,Marijuana Trafficking,0,0,0,0,0,105
Maryland,2014,Marijuana Possession,0,0,0,0,0,816
Maryland,2014,Marijuana Trafficking,0,36,37,0,0.972972972972973,816
Maryland,2015,Marijuana Possession,0,0,0,0,0,775
Maryland,2015,Marijuana Trafficking,2,29,31,0.0645161290322581,0.935483870967742,775
Maryland,2016,Marijuana Possession,0,0,0,0,0,531
Maryland,2016,Marijuana Trafficking,1,4,5,0.2,0.8,531
Maryland,2017,Marijuana Possession,0,0,0,0,0,529
Maryland,2017,Marijuana Trafficking,0,7,7,0,1,529
Maryland,2018,Marijuana Possession,0,0,0,0,0,621
Maryland,2018,Marijuana Trafficking,1,4,5,0.2,0.8,621
Maryland,2019,Marijuana Possession,0,0,0,0,0,573
Maryland,2019,Marijuana Trafficking,0,2,2,0,1,573
Maryland,2020,Marijuana Possession,0,0,0,0,0,340
Maryland,2020,Marijuana Trafficking,0,5,5,0,1,340
Maryland,2021,Marijuana Possession,0,0,0,0,0,405
Maryland,2021,Marijuana Trafficking,0,8,8,0,1,405
Maryland,2022,Marijuana Possession,0,0,0,0,0,417
Maryland,2022,Marijuana Trafficking,0,1,1,0,1,417
Maryland,2023,Marijuana Possession,0,0,0,0,0,348
Maryland,2023,Marijuana Trafficking,0,11,11,0,1,348
Maryland,2024,Marijuana Possession,0,0,0,0,0,304
Maryland,2024,Marijuana Trafficking,1,2,3,0.333333333333333,0.666666666666667,304
Massachusetts,2014,Marijuana Possession,0,0,0,0,0,451
Massachusetts,2014,Marijuana Trafficking,5,14,16,0.3125,0.875,451
Massachusetts,2015,Marijuana Possession,1,0,2,0.5,0,524
Massachusetts,2015,Marijuana Trafficking,2,6,6,0.333333333333333,1,524
Massachusetts,2016,Marijuana Possession,0,0,0,0,0,320
Massachusetts,2016,Marijuana Trafficking,4,20,21,0.19047619047619,0.952380952380952,320
Massachusetts,2017,Marijuana Possession,0,0,0,0,0,317
Massachusetts,2017,Marijuana Trafficking,1,2,2,0.5,1,317
Massachusetts,2018,Marijuana Possession,0,0,0,0,0,336
Massachusetts,2018,Marijuana Trafficking,0,1,1,0,1,336
Massachusetts,2019,Marijuana Possession,0,0,0,0,0,273
Massachusetts,2019,Marijuana Trafficking,0,1,1,0,1,273
Massachusetts,2020,Marijuana Possession,0,0,0,0,0,228
Massachusetts,2020,Marijuana Trafficking,0,0,0,0,0,228
Massachusetts,2021,Marijuana Possession,0,0,0,0,0,258
Massachusetts,2021,Marijuana Trafficking,0,1,1,0,1,258
Massachusetts,2022,Marijuana Possession,0,0,0,0,0,288
Massachusetts,2022,Marijuana Trafficking,0,4,4,0,1,288
Massachusetts,2023,Marijuana Possession,0,0,0,0,0,286
Massachusetts,2023,Marijuana Trafficking,0,0,0,0,0,286
Massachusetts,2024,Marijuana Possession,0,0,0,0,0,306
Massachusetts,2024,Marijuana Trafficking,0,2,2,0,1,306
Michigan,2014,Marijuana Possession,1,0,2,0.5,0,1347
Michigan,2014,Marijuana Trafficking,2,53,55,0.0363636363636364,0.963636363636364,1347
Michigan,2015,Marijuana Possession,3,0,3,1,0,1242
Michigan,2015,Marijuana Trafficking,16,53,68,0.235294117647059,0.779411764705882,1242
Michigan,2016,Marijuana Possession,0,0,0,0,0,899
Michigan,2016,Marijuana Trafficking,0,16,16,0,1,899
Michigan,2017,Marijuana Possession,0,0,0,0,0,948
Michigan,2017,Marijuana Trafficking,0,11,11,0,1,948
Michigan,2018,Marijuana Possession,0,0,0,0,0,989
Michigan,2018,Marijuana Trafficking,0,6,6,0,1,989
Michigan,2019,Marijuana Possession,0,0,0,0,0,957
Michigan,2019,Marijuana Trafficking,0,22,22,0,1,957
Michigan,2020,Marijuana Possession,0,0,0,0,0,690
Michigan,2020,Marijuana Trafficking,1,9,10,0.1,0.9,690
Michigan,2021,Marijuana Possession,0,0,0,0,0,650
Michigan,2021,Marijuana Trafficking,1,3,4,0.25,0.75,650
Michigan,2022,Marijuana Possession,0,0,0,0,0,760
Michigan,2022,Marijuana Trafficking,0,2,2,0,1,760
Michigan,2023,Marijuana Possession,0,0,0,0,0,746
Michigan,2023,Marijuana Trafficking,0,2,2,0,1,746
Michigan,2024,Marijuana Possession,0,0,0,0,0,687
Michigan,2024,Marijuana Trafficking,0,0,0,0,0,687
Minnesota,2014,Marijuana Possession,0,0,0,0,0,291
Minnesota,2014,Marijuana Trafficking,3,8,9,0.333333333333333,0.888888888888889,291
Minnesota,2015,Marijuana Possession,0,0,0,0,0,377
Minnesota,2015,Marijuana Trafficking,0,0,0,0,0,377
Minnesota,2016,Marijuana Possession,0,0,0,0,0,419
Minnesota,2016,Marijuana Trafficking,1,4,4,0.25,1,419
Minnesota,2017,Marijuana Possession,0,0,0,0,0,368
Minnesota,2017,Marijuana Trafficking,1,3,4,0.25,0.75,368
Minnesota,2018,Marijuana Possession,0,0,0,0,0,249
Minnesota,2018,Marijuana Trafficking,0,0,0,0,0,249
Minnesota,2019,Marijuana Possession,0,0,0,0,0,326
Minnesota,2019,Marijuana Trafficking,0,0,0,0,0,326
Minnesota,2020,Marijuana Possession,0,0,0,0,0,268
Minnesota,2020,Marijuana Trafficking,0,0,0,0,0,268
Minnesota,2021,Marijuana Possession,0,0,0,0,0,224
Minnesota,2021,Marijuana Trafficking,0,0,0,0,0,224
Minnesota,2022,Marijuana Possession,0,0,0,0,0,276
Minnesota,2022,Marijuana Trafficking,0,0,0,0,0,276
Minnesota,2023,Marijuana Possession,0,0,0,0,0,304
Minnesota,2023,Marijuana Trafficking,0,2,2,0,1,304
Minnesota,2024,Marijuana Possession,0,0,0,0,0,345
Minnesota,2024,Marijuana Trafficking,0,0,0,0,0,345
Mississippi,2014,Marijuana Possession,0,0,0,0,0,494
Mississippi,2014,Marijuana Trafficking,0,7,7,0,1,494
Mississippi,2015,Marijuana Possession,1,0,1,1,0,436
Mississippi,2015,Marijuana Trafficking,3,9,12,0.25,0.75,436
Mississippi,2016,Marijuana Possession,0,0,0,0,0,276
Mississippi,2016,Marijuana Trafficking,0,1,1,0,1,276
Mississippi,2017,Marijuana Possession,0,0,0,0,0,303
Mississippi,2017,Marijuana Trafficking,1,3,4,0.25,0.75,303
Mississippi,2018,Marijuana Possession,0,0,0,0,0,384
Mississippi,2018,Marijuana Trafficking,0,8,8,0,1,384
Mississippi,2019,Marijuana Possession,0,0,0,0,0,480
Mississippi,2019,Marijuana Trafficking,0,5,5,0,1,480
Mississippi,2020,Marijuana Possession,0,0,0,0,0,347
Mississippi,2020,Marijuana Trafficking,1,4,5,0.2,0.8,347
Mississippi,2021,Marijuana Possession,0,0,0,0,0,260
Mississippi,2021,Marijuana Trafficking,0,1,1,0,1,260
Mississippi,2022,Marijuana Possession,0,0,0,0,0,358
Mississippi,2022,Marijuana Trafficking,0,3,3,0,1,358
Mississippi,2023,Marijuana Possession,0,0,0,0,0,401
Mississippi,2023,Marijuana Trafficking,0,1,1,0,1,401
Mississippi,2024,Marijuana Possession,0,0,0,0,0,374
Mississippi,2024,Marijuana Trafficking,0,0,0,0,0,374
Missouri,2014,Marijuana Possession,0,0,0,0,0,1526
Missouri,2014,Marijuana Trafficking,5,39,43,0.116279069767442,0.906976744186047,1526
Missouri,2015,Marijuana Possession,0,0,0,0,0,1451
Missouri,2015,Marijuana Trafficking,11,43,55,0.2,0.781818181818182,1451
Missouri,2016,Marijuana Possession,0,0,0,0,0,1281
Missouri,2016,Marijuana Trafficking,8,31,38,0.210526315789474,0.81578947368421,1281
Missouri,2017,Marijuana Possession,0,0,0,0,0,1240
Missouri,2017,Marijuana Trafficking,9,14,23,0.391304347826087,0.608695652173913,1240
Missouri,2018,Marijuana Possession,0,0,0,0,0,1374
Missouri,2018,Marijuana Trafficking,1,22,23,0.0434782608695652,0.956521739130435,1374
Missouri,2019,Marijuana Possession,1,0,1,1,0,1664
Missouri,2019,Marijuana Trafficking,6,23,29,0.206896551724138,0.793103448275862,1664
Missouri,2020,Marijuana Possession,1,0,1,1,0,1427
Missouri,2020,Marijuana Trafficking,9,29,38,0.236842105263158,0.763157894736842,1427
Missouri,2021,Marijuana Possession,0,0,0,0,0,1471
Missouri,2021,Marijuana Trafficking,4,18,22,0.181818181818182,0.818181818181818,1471
Missouri,2022,Marijuana Possession,1,0,1,1,0,1616
Missouri,2022,Marijuana Trafficking,6,23,29,0.206896551724138,0.793103448275862,1616
Missouri,2023,Marijuana Possession,0,0,0,0,0,1567
Missouri,2023,Marijuana Trafficking,2,11,13,0.153846153846154,0.846153846153846,1567
Missouri,2024,Marijuana Possession,0,0,0,0,0,1529
Missouri,2024,Marijuana Trafficking,10,12,22,0.454545454545455,0.545454545454545,1529
Montana,2014,Marijuana Possession,0,0,0,0,0,311
Montana,2014,Marijuana Trafficking,2,3,5,0.4,0.6,311
Montana,2015,Marijuana Possession,0,0,0,0,0,363
Montana,2015,Marijuana Trafficking,0,1,1,0,1,363
Montana,2016,Marijuana Possession,0,0,0,0,0,272
Montana,2016,Marijuana Trafficking,0,1,1,0,1,272
Montana,2017,Marijuana Possession,0,0,0,0,0,248
Montana,2017,Marijuana Trafficking,1,1,2,0.5,0.5,248
Montana,2018,Marijuana Possession,0,0,0,0,0,296
Montana,2018,Marijuana Trafficking,0,1,1,0,1,296
Montana,2019,Marijuana Possession,0,0,0,0,0,305
Montana,2019,Marijuana Trafficking,0,2,2,0,1,305
Montana,2020,Marijuana Possession,0,0,0,0,0,269
Montana,2020,Marijuana Trafficking,0,0,0,0,0,269
Montana,2021,Marijuana Possession,0,0,0,0,0,297
Montana,2021,Marijuana Trafficking,0,0,0,0,0,297
Montana,2022,Marijuana Possession,0,0,0,0,0,285
Montana,2022,Marijuana Trafficking,0,0,0,0,0,285
Montana,2023,Marijuana Possession,0,0,0,0,0,302
Montana,2023,Marijuana Trafficking,0,0,0,0,0,302
Montana,2024,Marijuana Possession,0,0,0,0,0,268
Montana,2024,Marijuana Trafficking,0,0,0,0,0,268
Nebraska,2014,Marijuana Possession,0,0,0,0,0,595
Nebraska,2014,Marijuana Trafficking,1,11,11,0.0909090909090909,1,595
Nebraska,2015,Marijuana Possession,0,0,0,0,0,590
Nebraska,2015,Marijuana Trafficking,2,9,11,0.181818181818182,0.818181818181818,590
Nebraska,2016,Marijuana Possession,0,0,0,0,0,435
Nebraska,2016,Marijuana Trafficking,0,4,4,0,1,435
Nebraska,2017,Marijuana Possession,0,0,0,0,0,478
Nebraska,2017,Marijuana Trafficking,0,3,3,0,1,478
Nebraska,2018,Marijuana Possession,0,0,0,0,0,419
Nebraska,2018,Marijuana Trafficking,0,8,8,0,1,419
Nebraska,2019,Marijuana Possession,0,0,0,0,0,436
Nebraska,2019,Marijuana Trafficking,0,4,4,0,1,436
Nebraska,2020,Marijuana Possession,1,0,1,1,0,393
Nebraska,2020,Marijuana Trafficking,0,6,6,0,1,393
Nebraska,2021,Marijuana Possession,0,0,0,0,0,314
Nebraska,2021,Marijuana Trafficking,0,0,0,0,0,314
Nebraska,2022,Marijuana Possession,0,0,0,0,0,395
Nebraska,2022,Marijuana Trafficking,0,4,4,0,1,395
Nebraska,2023,Marijuana Possession,0,0,0,0,0,473
Nebraska,2023,Marijuana Trafficking,1,14,15,0.0666666666666667,0.933333333333333,473
Nebraska,2024,Marijuana Possession,0,0,0,0,0,361
Nebraska,2024,Marijuana Trafficking,0,3,3,0,1,361
Nevada,2014,Marijuana Possession,1,0,1,1,0,510
Nevada,2014,Marijuana Trafficking,9,11,17,0.529411764705882,0.647058823529412,510
Nevada,2015,Marijuana Possession,0,0,0,0,0,551
Nevada,2015,Marijuana Trafficking,1,12,12,0.0833333333333333,1,551
Nevada,2016,Marijuana Possession,1,0,1,1,0,315
Nevada,2016,Marijuana Trafficking,1,2,2,0.5,1,315
Nevada,2017,Marijuana Possession,1,0,1,1,0,389
Nevada,2017,Marijuana Trafficking,0,4,4,0,1,389
Nevada,2018,Marijuana Possession,0,0,0,0,0,369
Nevada,2018,Marijuana Trafficking,0,2,2,0,1,369
Nevada,2019,Marijuana Possession,1,0,1,1,0,407
Nevada,2019,Marijuana Trafficking,0,0,0,0,0,407
Nevada,2020,Marijuana Possession,1,0,1,1,0,259
Nevada,2020,Marijuana Trafficking,0,3,3,0,1,259
Nevada,2021,Marijuana Possession,0,0,0,0,0,253
Nevada,2021,Marijuana Trafficking,0,1,1,0,1,253
Nevada,2022,Marijuana Possession,0,0,0,0,0,331
Nevada,2022,Marijuana Trafficking,0,0,0,0,0,331
Nevada,2023,Marijuana Possession,0,0,0,0,0,318
Nevada,2023,Marijuana Trafficking,0,0,0,0,0,318
Nevada,2024,Marijuana Possession,0,0,0,0,0,236
Nevada,2024,Marijuana Trafficking,0,0,0,0,0,236
New Hampshire,2014,Marijuana Possession,0,0,0,0,0,150
New Hampshire,2014,Marijuana Trafficking,1,0,1,1,0,150
New Hampshire,2015,Marijuana Possession,2,0,2,1,0,144
New Hampshire,2015,Marijuana Trafficking,2,2,4,0.5,0.5,144
New Hampshire,2016,Marijuana Possession,0,0,0,0,0,130
New Hampshire,2016,Marijuana Trafficking,1,3,4,0.25,0.75,130
New Hampshire,2017,Marijuana Possession,0,0,0,0,0,158
New Hampshire,2017,Marijuana Trafficking,0,0,0,0,0,158
New Hampshire,2018,Marijuana Possession,0,0,0,0,0,135
New Hampshire,2018,Marijuana Trafficking,0,0,0,0,0,135
New Hampshire,2019,Marijuana Possession,0,0,0,0,0,159
New Hampshire,2019,Marijuana Trafficking,0,0,0,0,0,159
New Hampshire,2020,Marijuana Possession,0,0,0,0,0,152
New Hampshire,2020,Marijuana Trafficking,0,0,0,0,0,152
New Hampshire,2021,Marijuana Possession,0,0,0,0,0,161
New Hampshire,2021,Marijuana Trafficking,0,0,0,0,0,161
New Hampshire,2022,Marijuana Possession,0,0,0,0,0,150
New Hampshire,2022,Marijuana Trafficking,0,0,0,0,0,150
New Hampshire,2023,Marijuana Possession,0,0,0,0,0,121
New Hampshire,2023,Marijuana Trafficking,0,0,0,0,0,121
New Hampshire,2024,Marijuana Possession,0,0,0,0,0,89
New Hampshire,2024,Marijuana Trafficking,0,0,0,0,0,89
New Jersey,2014,Marijuana Possession,6,1,9,0.666666666666667,0.111111111111111,668
New Jersey,2014,Marijuana Trafficking,0,2,2,0,1,668
New Jersey,2015,Marijuana Possession,15,0,15,1,0,701
New Jersey,2015,Marijuana Trafficking,2,5,8,0.25,0.625,701
New Jersey,2016,Marijuana Possession,9,0,9,1,0,406
New Jersey,2016,Marijuana Trafficking,0,0,0,0,0,406
New Jersey,2017,Marijuana Possession,12,1,15,0.8,0.0666666666666667,389
New Jersey,2017,Marijuana Trafficking,0,1,1,0,1,389
New Jersey,2018,Marijuana Possession,4,0,4,1,0,297
New Jersey,2018,Marijuana Trafficking,0,1,1,0,1,297
New Jersey,2019,Marijuana Possession,14,0,15,0.933333333333333,0,449
New Jersey,2019,Marijuana Trafficking,0,0,0,0,0,449
New Jersey,2020,Marijuana Possession,5,0,5,1,0,440
New Jersey,2020,Marijuana Trafficking,0,2,2,0,1,440
New Jersey,2021,Marijuana Possession,2,0,2,1,0,452
New Jersey,2021,Marijuana Trafficking,1,2,3,0.333333333333333,0.666666666666667,452
New Jersey,2022,Marijuana Possession,0,0,0,0,0,463
New Jersey,2022,Marijuana Trafficking,0,1,1,0,1,463
New Jersey,2023,Marijuana Possession,0,0,0,0,0,518
New Jersey,2023,Marijuana Trafficking,0,1,1,0,1,518
New Jersey,2024,Marijuana Possession,0,0,0,0,0,592
New Jersey,2024,Marijuana Trafficking,1,0,1,1,0,592
New Mexico,2014,Marijuana Possession,1,1,2,0.5,0.5,4329
New Mexico,2014,Marijuana Trafficking,15,106,346,0.0433526011560694,0.30635838150289,4329
New Mexico,2015,Marijuana Possession,0,0,0,0,0,4434
New Mexico,2015,Marijuana Trafficking,19,127,315,0.0603174603174603,0.403174603174603,4434
New Mexico,2016,Marijuana Possession,0,0,0,0,0,2789
New Mexico,2016,Marijuana Trafficking,6,76,102,0.0588235294117647,0.745098039215686,2789
New Mexico,2017,Marijuana Possession,1,0,1,1,0,2430
New Mexico,2017,Marijuana Trafficking,3,92,104,0.0288461538461538,0.884615384615385,2430
New Mexico,2018,Marijuana Possession,0,0,0,0,0,2395
New Mexico,2018,Marijuana Trafficking,1,50,54,0.0185185185185185,0.925925925925926,2395
New Mexico,2019,Marijuana Possession,0,0,0,0,0,2528
New Mexico,2019,Marijuana Trafficking,3,20,30,0.1,0.666666666666667,2528
New Mexico,2020,Marijuana Possession,1,0,1,1,0,2103
New Mexico,2020,Marijuana Trafficking,1,13,17,0.0588235294117647,0.764705882352941,2103
New Mexico,2021,Marijuana Possession,0,0,0,0,0,1129
New Mexico,2021,Marijuana Trafficking,0,10,12,0,0.833333333333333,1129
New Mexico,2022,Marijuana Possession,0,0,0,0,0,1717
New Mexico,2022,Marijuana Trafficking,0,2,3,0,0.666666666666667,1717
New Mexico,2023,Marijuana Possession,0,0,0,0,0,1693
New Mexico,2023,Marijuana Trafficking,0,7,7,0,1,1693
New Mexico,2024,Marijuana Possession,0,0,0,0,0,1378
New Mexico,2024,Marijuana Trafficking,0,1,1,0,1,1378
New York,2014,Marijuana Possession,3,2,5,0.6,0.4,3632
New York,2014,Marijuana Trafficking,25,139,153,0.163398692810458,0.908496732026144,3632
New York,2015,Marijuana Possession,0,0,1,0,0,3307
New York,2015,Marijuana Trafficking,25,115,135,0.185185185185185,0.851851851851852,3307
New York,2016,Marijuana Possession,1,1,2,0.5,0.5,1707
New York,2016,Marijuana Trafficking,13,43,52,0.25,0.826923076923077,1707
New York,2017,Marijuana Possession,0,0,1,0,0,1838
New York,2017,Marijuana Trafficking,16,44,49,0.326530612244898,0.897959183673469,1838
New York,2018,Marijuana Possession,1,2,3,0.333333333333333,0.666666666666667,1826
New York,2018,Marijuana Trafficking,0,44,51,0,0.862745098039216,1826
New York,2019,Marijuana Possession,1,0,1,1,0,1906
New York,2019,Marijuana Trafficking,1,37,38,0.0263157894736842,0.973684210526316,1906
New York,2020,Marijuana Possession,1,0,1,1,0,1194
New York,2020,Marijuana Trafficking,2,12,14,0.142857142857143,0.857142857142857,1194
New York,2021,Marijuana Possession,0,0,0,0,0,1221
New York,2021,Marijuana Trafficking,2,16,18,0.111111111111111,0.888888888888889,1221
New York,2022,Marijuana Possession,0,0,0,0,0,1799
New York,2022,Marijuana Trafficking,1,19,22,0.0454545454545455,0.863636363636364,1799
New York,2023,Marijuana Possession,0,0,0,0,0,1661
New York,2023,Marijuana Trafficking,0,28,29,0,0.96551724137931,1661
New York,2024,Marijuana Possession,0,0,0,0,0,1533
New York,2024,Marijuana Trafficking,8,17,25,0.32,0.68,1533
North Carolina,2014,Marijuana Possession,23,1,27,0.851851851851852,0.037037037037037,1822
North Carolina,2014,Marijuana Trafficking,7,53,59,0.11864406779661,0.898305084745763,1822
North Carolina,2015,Marijuana Possession,28,2,40,0.7,0.05,1787
North Carolina,2015,Marijuana Trafficking,7,33,40,0.175,0.825,1787
North Carolina,2016,Marijuana Possession,1,0,2,0.5,0,1422
North Carolina,2016,Marijuana Trafficking,0,14,14,0,1,1422
North Carolina,2017,Marijuana Possession,0,0,0,0,0,1317
North Carolina,2017,Marijuana Trafficking,6,23,28,0.214285714285714,0.821428571428571,1317
North Carolina,2018,Marijuana Possession,1,0,1,1,0,1447
North Carolina,2018,Marijuana Trafficking,1,19,20,0.05,0.95,1447
North Carolina,2019,Marijuana Possession,0,1,2,0,0.5,1630
North Carolina,2019,Marijuana Trafficking,7,14,21,0.333333333333333,0.666666666666667,1630
North Carolina,2020,Marijuana Possession,0,0,0,0,0,1399
North Carolina,2020,Marijuana Trafficking,1,14,15,0.0666666666666667,0.933333333333333,1399
North Carolina,2021,Marijuana Possession,0,0,0,0,0,1493
North Carolina,2021,Marijuana Trafficking,2,16,18,0.111111111111111,0.888888888888889,1493
North Carolina,2022,Marijuana Possession,0,0,0,0,0,1474
North Carolina,2022,Marijuana Trafficking,2,20,22,0.0909090909090909,0.909090909090909,1474
North Carolina,2023,Marijuana Possession,0,0,0,0,0,1281
North Carolina,2023,Marijuana Trafficking,2,6,8,0.25,0.75,1281
North Carolina,2024,Marijuana Possession,0,0,0,0,0,1131
North Carolina,2024,Marijuana Trafficking,0,6,6,0,1,1131
North Dakota,2014,Marijuana Possession,0,0,0,0,0,339
North Dakota,2014,Marijuana Trafficking,1,2,3,0.333333333333333,0.666666666666667,339
North Dakota,2015,Marijuana Possession,0,0,0,0,0,424
North Dakota,2015,Marijuana Trafficking,0,2,2,0,1,424
North Dakota,2016,Marijuana Possession,0,0,0,0,0,316
North Dakota,2016,Marijuana Trafficking,0,0,0,0,0,316
North Dakota,2017,Marijuana Possession,0,0,0,0,0,280
North Dakota,2017,Marijuana Trafficking,0,0,0,0,0,280
North Dakota,2018,Marijuana Possession,0,0,0,0,0,316
North Dakota,2018,Marijuana Trafficking,0,0,0,0,0,316
North Dakota,2019,Marijuana Possession,0,0,0,0,0,264
North Dakota,2019,Marijuana Trafficking,0,2,2,0,1,264
North Dakota,2020,Marijuana Possession,0,0,0,0,0,217
North Dakota,2020,Marijuana Trafficking,0,0,0,0,0,217
North Dakota,2021,Marijuana Possession,0,0,0,0,0,259
North Dakota,2021,Marijuana Trafficking,0,0,0,0,0,259
North Dakota,2022,Marijuana Possession,0,1,1,0,1,293
North Dakota,2022,Marijuana Trafficking,0,2,2,0,1,293
North Dakota,2023,Marijuana Possession,0,0,0,0,0,343
North Dakota,2023,Marijuana Trafficking,0,2,2,0,1,343
North Dakota,2024,Marijuana Possession,0,0,0,0,0,283
North Dakota,2024,Marijuana Trafficking,0,2,2,0,1,283
North Mariana Islands,2014,Marijuana Possession,0,0,0,0,0,15
North Mariana Islands,2014,Marijuana Trafficking,0,0,0,0,0,15
North Mariana Islands,2015,Marijuana Possession,0,0,0,0,0,13
North Mariana Islands,2015,Marijuana Trafficking,0,0,0,0,0,13
North Mariana Islands,2016,Marijuana Possession,0,0,0,0,0,5
North Mariana Islands,2016,Marijuana Trafficking,0,0,0,0,0,5
North Mariana Islands,2017,Marijuana Possession,0,0,0,0,0,4
North Mariana Islands,2017,Marijuana Trafficking,0,0,0,0,0,4
North Mariana Islands,2018,Marijuana Possession,0,0,0,0,0,1
North Mariana Islands,2018,Marijuana Trafficking,0,0,0,0,0,1
North Mariana Islands,2019,Marijuana Possession,0,0,0,0,0,4
North Mariana Islands,2019,Marijuana Trafficking,0,0,0,0,0,4
North Mariana Islands,2020,Marijuana Possession,0,0,0,0,0,2
North Mariana Islands,2020,Marijuana Trafficking,0,0,0,0,0,2
North Mariana Islands,2021,Marijuana Possession,0,0,0,0,0,4
North Mariana Islands,2021,Marijuana Trafficking,0,0,0,0,0,4
North Mariana Islands,2022,Marijuana Possession,0,0,0,0,0,1
North Mariana Islands,2022,Marijuana Trafficking,0,0,0,0,0,1
North Mariana Islands,2023,Marijuana Possession,0,0,0,0,0,3
