age,fiscal_year,offguide_description,neweduc_description,newrace_description,citizen_description,newcit_description,monsex_description,sentence_type_description,offense_category,geo_level_type,geo_level,supervised_release_flag,probation_sentence_flag,total_sentenced,total_sentenced_fsr
18,2018,Administration of Justice,Less Than H.S. Graduate,Black,U.S. Citizen,U.S. Citizen,Male,"Prison + Confinement Conditions (Alternatives, Including Zone C Split Sentences)",Other,state_name,New Mexico,1,0,1,1
18,2018,Administration of Justice,Less Than H.S. Graduate,Hispanic,Resident/Legal Alien,Non-U.S. Citizen,Male,Probation Only,Other,state_name,Arizona,0,1,1,0
18,2018,Administration of Justice,,,Illegal Alien,Non-U.S. Citizen,Male,Prison Only (No Alternatives),Other,state_name,Texas,0,0,1,1
18,2018,Assault,,Black,U.S. Citizen,U.S. Citizen,Male,Probation Only,Violent Offense,state_name,New Mexico,0,1,1,0
18,2018,Assault,,Other,U.S. Citizen,U.S. Citizen,Male,Probation Only,Violent Offense,state_name,Arizona,0,1,1,0
18,2018,Child Pornography,Less Than H.S. Graduate,Hispanic,U.S. Citizen,U.S. Citizen,Male,Prison Only (No Alternatives),Sexual Offense,state_name,Texas,1,0,1,1
18,2018,Drug Possession,,Hispanic,Illegal Alien,Non-U.S. Citizen,Female,Prison Only (No Alternatives),Drug Trafficking,state_name,Arizona,0,0,1,1
18,2018,Drug Possession,,Hispanic,Illegal Alien,Non-U.S. Citizen,Male,Prison Only (No Alternatives),Drug Trafficking,state_name,Arizona,0,0,10,10
18,2018,Drug Possession,,Hispanic,U.S. Citizen,U.S. Citizen,Female,Prison Only (No Alternatives),Drug Trafficking,state_name,Arizona,0,0,1,1
18,2018,Drug Possession,,Hispanic,U.S. Citizen,U.S. Citizen,Male,No Prison/Probation (Fine Only),Drug Trafficking,state_name,Kentucky,0,0,1,0
18,2018,Drug Possession,,Hispanic,U.S. Citizen,U.S. Citizen,Male,Prison Only (No Alternatives),Drug Trafficking,state_name,Arizona,0,0,2,2
